# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 12 09:57:35 2014
#
# COLUMN pl_hostname:    (not found)
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period (val)
# COLUMN pl_orbpererr1:  Orbital Period (upper unc)
# COLUMN pl_orbpererr2:  Orbital Period (lower unc)
# COLUMN pl_orbperlim:   Orbital Period (limit flag)
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis (val)
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis (upper unc)
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis (lower unc)
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis (limit flag)
# COLUMN pl_orbeccen:    Eccentricity (val)
# COLUMN pl_orbeccenerr1: Eccentricity (upper unc)
# COLUMN pl_orbeccenerr2: Eccentricity (lower unc)
# COLUMN pl_orbeccenlim: Eccentricity (limit flag)
# COLUMN pl_orbincl:     Inclination (val)
# COLUMN pl_orbinclerr1: Inclination (upper unc)
# COLUMN pl_orbinclerr2: Inclination (lower unc)
# COLUMN pl_orbincllim:  Inclination (limit flag)
# COLUMN pl_massj:       Planet Mass [jup] (val)
# COLUMN pl_massjerr1:   Planet Mass [jup] (upper unc)
# COLUMN pl_massjerr2:   Planet Mass [jup] (lower unc)
# COLUMN pl_massjlim:    Planet Mass [jup] (limit flag)
# COLUMN pl_msinij:      Planet M*sin(i) [jup] (val)
# COLUMN pl_msinijerr1:  Planet M*sin(i) [jup] (upper unc)
# COLUMN pl_msinijerr2:  Planet M*sin(i) [jup] (lower unc)
# COLUMN pl_msinijlim:   Planet M*sin(i) [jup] (limit flag)
# COLUMN pl_radj:        Planet Radius (val)
# COLUMN pl_radjerr1:    Planet Radius (upper unc)
# COLUMN pl_radjerr2:    Planet Radius (lower unc)
# COLUMN pl_radjlim:     Planet Radius (limit flag)
# COLUMN pl_dens:        Planet Density (val)
# COLUMN pl_denserr1:    Planet Density (upper unc)
# COLUMN pl_denserr2:    Planet Density (lower unc)
# COLUMN pl_denslim:     Planet Density (limit flag)
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance (val)
# COLUMN st_disterr1:    Distance (upper unc)
# COLUMN st_disterr2:    Distance (lower unc)
# COLUMN st_distlim:     Distance (limit flag)
# COLUMN st_vj:          V-band (val)
# COLUMN st_vjerr:       V-band (unc)
# COLUMN st_vjlim:       V-band (limit flag)
# COLUMN st_vjblend:     V-band (blend flag)
# COLUMN st_teff:        Effective Temperature (val)
# COLUMN st_tefferr:     Effective Temperature (unc)
# COLUMN st_tefflim:     Effective Temperature (limit flag)
# COLUMN st_teffblend:   Effective Temperature (blend flag)
# COLUMN st_mass:        Stellar Mass (val)
# COLUMN st_masserr:     Stellar Mass (unc)
# COLUMN st_masslim:     Stellar Mass (limit flag)
# COLUMN st_massblend:   Stellar Mass (blend flag)
# COLUMN st_rad:         Stellar Radius (val)
# COLUMN st_raderr:      Stellar Radius (unc)
# COLUMN st_radlim:      Stellar Radius (limit flag)
# COLUMN st_radblend:    Stellar Radius (blend flag)
# COLUMN hd_name:        HD Name
# COLUMN hip_name:       HIP Name
# COLUMN st_sp:          Spectral Type (val)
# COLUMN st_spstr:       Spectral Type
# COLUMN st_sperr:       Spectral Type (unc)
# COLUMN st_splim:       Spectral Type (limit flag)
# COLUMN st_spblend:     Spectral Type (blend flag)
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_vj,st_vjerr,st_vjlim,st_vjblend,st_teff,st_tefferr,st_tefflim,st_teffblend,st_mass,st_masserr,st_masslim,st_massblend,st_rad,st_raderr,st_radlim,st_radblend,hd_name,hip_name,st_sp,st_spstr,st_sperr,st_splim,st_spblend
45,UZ For,c,Eclipse Timing Variations,2,1916.25000000,91.25000000,-91.25000000,0,2.800000,0.500000,-0.500000,0,0.050000,0.050000,-0.050000,0,,,,,7.70000,1.20000,-1.20000,-1,,,,,,,,,,,,,0,0,03h35m28.64s,53.869339,-25d44m21.8s,-25.739395,,,,,,,,,,,,,0.70,,0,0,,,,,,,,,,,
46,alf Ari,b,Radial Velocity,1,380.80000000,0.30000000,-0.30000000,0,1.200000,,,0,0.250000,0.030000,-0.030000,0,,,,,,,,,1.80000,0.20000,-0.20000,0,,,,,,,,,0,0,02h07m10.41s,31.793364,+23d27m44.7s,23.462423,20.21,0.40,-0.41,0,2.000,,0,0,4553.00,15.00,0,,1.50,0.20,0,,13.90,0.30,0,,HD 12929,HIP 9884,5.10,K1 IIIb,,0,0
47,alf Cen B,b,Radial Velocity,1,3.23570000,0.00080000,-0.00080000,0,0.040000,,,0,0.000000,,,0,,,,,,,,,0.00360,0.00030,-0.00030,0,,,,,,,,,0,0,14h39m35.08s,219.896164,-60d50m13.8s,-60.837154,1.35,0.00,0.00,0,1.340,,0,0,5214.00,33.00,0,1,0.93,0.01,-1,1,0.86,,0,1,HD 128621,HIP 71681,5.10,K1 V,,0,1
48,bet Pic,b,Imaging,1,6000.00000000,,,0,8.000000,,,0,,,,,,,,,8.00000,4.00000,-2.00000,0,,,,,,,,,,,,,0,0,05h47m17.09s,86.821198,-51d03m59.4s,-51.066513,19.28,0.19,-0.19,0,3.850,,0,0,,,,,,,,,,,,,HD 39060,HIP 27321,2.50,A5 V,,0,0
49,eps Eri,b,Radial Velocity,1,2502.00000000,10.00000000,-10.00000000,0,3.390000,0.360000,-0.360000,0,0.702000,0.039000,-0.039000,0,30.100,3.800,-3.800,0,,,,,1.55000,0.24000,-0.24000,0,,,,,,,,,0,0,03h32m55.84s,53.232685,-09d27m29.7s,-9.458262,3.22,0.01,-0.01,0,3.730,,0,1,,,,,0.83,0.05,0,,,,,,HD 22049,HIP 16537,5.20,K2 V,,0,1
50,eps CrB,b,Radial Velocity,1,417.90000000,0.50000000,-0.50000000,0,1.300000,,,0,0.110000,0.030000,-0.030000,0,,,,,6.70000,0.30000,-0.30000,0,,,,,,,,,,,,,0,0,15h57m35.25s,239.396881,+26d52m40.4s,26.877880,70.42,3.31,-3.65,0,4.150,,0,1,4406.00,15.00,0,0,1.70,0.10,0,0,21.00,,0,0,HD 143107,HIP 78159,5.20,K2 III,,0,0
51,eps Tau,b,Radial Velocity,1,594.90000000,5.30000000,-5.30000000,0,1.930000,0.030000,-0.030000,0,0.151000,0.023000,-0.023000,0,,,,,,,,,7.60000,0.20000,-0.20000,0,,,,,,,,,0,0,04h28m37.00s,67.154167,+19d10m49.6s,19.180431,47.53,1.78,-1.93,0,3.540,,0,0,4901.00,20.00,0,,2.70,0.10,0,,13.70,0.60,0,,HD 28305,HIP 20889,5.00,K0 III,,0,0
52,gam 1 Leo,b,Radial Velocity,1,428.50000000,1.25000000,-1.25000000,0,1.190000,0.020000,-0.020000,0,0.144000,0.046000,-0.046000,0,,,,,,,,,8.78000,1.00000,-1.00000,0,,,,,,,,,0,0,10h19m58.36s,154.993149,+19d50m29.4s,19.841488,38.52,1.19,-1.27,0,1.980,,0,1,4330.00,15.00,0,,1.23,0.21,0,,31.88,1.61,0,,HD 89484,HIP 50583 A,5.10,K1 IIIb Fe-0.5,,0,0
53,gam Cep,b,Radial Velocity,1,903.30000000,1.50000000,-1.50000000,0,2.050000,0.060000,-0.060000,0,0.049000,0.034000,-0.034000,0,,,,,,,,,1.85000,0.16000,-0.16000,0,,,,,,,,,0,0,23h39m20.85s,354.836884,+77d37m56.2s,77.632278,13.79,0.10,-0.10,0,3.210,,0,0,4888.00,,0,,1.40,0.12,0,,4.90,,0,,HD 222404,HIP 116727,5.10,K1 III,,0,0
54,kap CrB,b,Radial Velocity,1,1251.00000000,15.00000000,-15.00000000,0,2.600000,,,0,0.073000,0.049000,-0.049000,0,,,,,1.60000,,,0,,,,,,,,,,,,,0,0,15h51m13.93s,237.808044,+35d39m26.6s,35.657383,31.12,0.58,-0.60,0,4.820,,0,0,4877.00,25.00,0,,1.51,0.19,0,,5.00,0.20,0,,HD 142091,HIP 77655,5.00,K0 III-IV,,0,0
55,kap And,b,Imaging,1,,,,,55.000000,2.000000,-2.000000,0,,,,,,,,,13.61600,23.04200,-1.04700,0,,,,,,,,,,,,,0,0,23h40m24.51s,355.102112,+44d20m02.2s,44.333931,52.03,1.70,-1.82,0,4.140,,0,0,10900.00,300.00,0,0,2.60,0.20,0,0,,,,,HD 222439,HIP 116805,1.90,B9 IV,,0,0
56,xi Aql,b,Radial Velocity,1,136.75000000,0.25000000,-0.25000000,0,0.680000,,,0,0.000000,,,0,,,,,,,,,2.80000,,,0,,,,,,,,,0,0,19h54m14.88s,298.562012,+08d27m41.2s,8.461452,62.66,3.73,-4.23,0,4.680,,0,1,,,,,,,,,,,,,HD 188310,HIP 97938,5.00,K0,,0,1
57,nu Oph,b,Radial Velocity,2,530.32000000,0.35000000,-0.35000000,0,1.900000,,,0,0.125600,0.006500,-0.006500,0,,,,,24.00000,,,0,,,,,,,,,,,,,0,0,17h59m01.59s,269.756622,-09d46m25.1s,-9.773632,46.84,1.67,-1.80,0,3.340,,0,0,4928.00,25.00,0,,3.04,0.06,0,,15.10,1.10,0,,HD 163917,HIP 88048,5.10,K1 III,,0,0
58,nu Oph,c,Radial Velocity,2,3186.00000000,14.00000000,-14.00000000,0,6.100000,,,0,0.165000,0.013000,-0.013000,0,,,,,27.00000,,,0,,,,,,,,,,,,,0,0,17h59m01.59s,269.756622,-09d46m25.1s,-9.773632,46.84,1.67,-1.80,0,3.340,,0,0,4928.00,25.00,0,,3.04,0.06,0,,15.10,1.10,0,,HD 163917,HIP 88048,5.10,K1 III,,0,0
59,ome Ser,b,Radial Velocity,1,277.02000000,0.52000000,-0.51000000,0,1.100000,,,0,0.106000,0.079000,-0.069000,0,,,,,,,,,1.70000,,,0,,,,,,,,,0,0,15h50m17.55s,237.573105,+02d11m47.4s,2.196509,80.64,4.48,-5.05,0,5.230,,0,0,4770.00,10.00,0,0,2.17,0.21,0,0,12.30,0.88,0,0,HD 141680,HIP 77578,4.80,G8 III,,0,0
60,omi CrB,b,Radial Velocity,1,187.83000000,0.54000000,-0.54000000,0,0.830000,,,0,0.191000,0.085000,-0.085000,0,,,,,1.50000,,,0,,,,,,,,,,,,,0,0,15h20m08.56s,230.035660,+29d36m58.4s,29.616209,84.03,4.92,-5.57,0,5.510,,0,0,4749.00,20.00,0,,2.13,0.23,0,,10.50,0.70,0,,HD 136512,HIP 75049,5.00,K0,,0,0
61,omi UMa,b,Radial Velocity,1,1630.00000000,35.00000000,-35.00000000,0,3.900000,,,0,0.130000,0.065000,-0.065000,0,,,,,4.10000,,,0,,,,,,,,,,,,,0,0,08h30m15.87s,127.566124,+60d43m05.4s,60.718170,56.31,1.99,-2.14,0,3.360,,0,0,5242.00,10.00,0,,3.09,0.07,0,,14.10,1.00,0,,HD 71369,HIP 41704,4.50,G5 III,,0,0
62,rho CrB,b,Radial Velocity,1,39.84500000,,,0,0.220000,,,0,0.040000,0.150000,-0.150000,0,,,,,,,,,1.04000,,,0,,,,,,,,,0,0,16h01m02.66s,240.261093,+33d18m12.6s,33.303509,17.43,0.21,-0.22,0,5.400,,0,0,,,,,,,,,,,,,HD 143761,HIP 78459,4.00,G0 V,,0,0
63,tau Boo,b,Radial Velocity,1,3.31350000,0.00140000,-0.00140000,0,0.046000,,,0,0.018000,0.016000,-0.016000,0,,,,,,,,,3.90000,,,0,,,,,,,,,0,0,13h47m15.74s,206.815598,+17d27m24.9s,17.456905,15.60,0.17,-0.17,0,4.500,,0,1,,,,,,,,,,,,,HD 120136,HIP 67275,3.50,F5,,0,1
64,tau Gem,b,Radial Velocity,1,305.50000000,0.10000000,-0.10000000,0,1.170000,,,0,0.031000,0.009000,-0.009000,0,,,,,,,,,20.60000,,,0,,,,,,,,,0,0,07h11m08.37s,107.784882,+30d14m42.6s,30.245163,92.51,7.62,-9.12,0,4.420,,0,1,4388.00,25.00,0,0,2.30,0.30,0,0,26.80,0.70,0,0,HD 54719,HIP 34693,5.20,K2 III,,0,0
65,ups And,b,Radial Velocity,4,4.61703300,0.00002300,-0.00002300,0,0.059222,0.000000,0.000000,0,0.021500,0.000700,-0.000700,0,,,,,,,,,0.68760,0.00440,-0.00440,0,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.405460,13.47,0.13,-0.13,0,4.100,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,4.00,G0,,0,0
66,ups And,c,Radial Velocity,4,241.25800000,0.06400000,-0.06400000,0,0.827774,0.000015,-0.000015,0,0.259600,0.007900,-0.007900,0,,,,,,,,,1.98100,0.01900,-0.01900,0,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.405460,13.47,0.13,-0.13,0,4.100,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,4.00,G0,,0,0
67,ups And,d,Radial Velocity,4,1276.46000000,0.57000000,-0.57000000,0,2.513290,0.000750,-0.000750,0,0.298700,0.007200,-0.007200,0,,,,,,,,,4.13200,0.02900,-0.02900,0,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.405460,13.47,0.13,-0.13,0,4.100,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,4.00,G0,,0,0
68,ups And,e,Radial Velocity,4,3848.86000000,0.74000000,-0.74000000,0,5.245580,0.000670,-0.000670,0,0.005360,0.000440,-0.000440,0,,,,,,,,,1.05900,0.02800,-0.02800,0,,,,,,,,,0,0,01h36m47.84s,24.199345,+41d24m19.7s,41.405460,13.47,0.13,-0.13,0,4.100,,0,0,,,,,,,,,,,,,HD 9826,HIP 7513,4.00,G0,,0,0
69,Fomalhaut,b,Imaging,1,318280.00000000,,,0,115.000000,,,0,0.130000,,,-1,,,,,2.60000,0.90000,-0.90000,0,,,,,1.200,,,0,,,,,0,0,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.69,0.05,-0.05,0,1.160,,0,0,,,,,2.00,,0,0,,,,,HD 216956,HIP 113368,2.30,A3 V,,0,0
70,1RXS J160929.1-210524,b,Imaging,1,,,,,330.000000,,,0,,,,,,,,,8.00000,4.00000,-2.00000,0,,,,,1.664,,,0,,,,,0,0,16h09m30.30s,242.376266,-21d04m58.9s,-21.083036,145.00,20.00,-20.00,0,,,,,4060.00,300.00,0,0,0.85,0.20,0,0,1.35,,0,0,,,5.70,K7 V,,0,0
71,2MASS J01225093-2439505,b,Imaging,1,,,,,52.000000,6.000000,-6.000000,0,,,,,,,,,24.50000,2.50000,-2.50000,0,,,,,,,,,,,,,0,0,01h22m50.94s,20.712242,-24d39m50.6s,-24.664049,36.00,4.00,-4.00,0,,,,,3530.00,50.00,0,0,0.40,0.05,0,0,,,,,,,6.35,M3.5 V,,0,0
72,2MASS J04414489+2301513,b,Imaging,1,,,,,15.000000,,,0,,,,,,,,,7.50000,2.50000,-2.50000,0,,,,,,,,,,,,,0,0,04h41m44.90s,70.437073,+23d01m51.4s,23.030941,140.00,,,0,,,,,,,,,0.02,,0,0,,,,,,,6.85,M8.5,,0,0
73,2MASS J07464256+2000321 A,b,Imaging,1,4639.15000000,25.55000000,-25.55000000,0,2.897000,0.012000,-0.012000,0,0.487000,0.003000,-0.003000,0,138.200,0.500,-0.500,0,31.44000,94.32000,-10.48000,0,,,,,0.970,0.060,-0.060,0,,,,,0,0,07h46m42.56s,116.677345,+20d00m32.2s,20.008940,12.21,0.05,-0.05,0,,,,,2205.00,50.00,0,0,0.12,0.01,0,0,0.10,0.00,0,0,,,7.00,L0,,0,0
74,2MASS J12073346-3932539,b,Imaging,1,,,,,46.000000,5.000000,-5.000000,0,,,,,,,,,4.00000,1.00000,-1.00000,0,,,,,,,,,,,,,0,0,12h07m33.47s,181.889450,-39d32m54.0s,-39.548332,52.40,1.10,-1.10,0,,,,,,,,,0.02,,0,0,,,,,,,6.80,M8,,0,0
75,2MASS J21402931+1625183 A,b,Imaging,1,7336.50000000,1934.50000000,-584.00000000,0,,,,,0.260000,0.060000,-0.060000,0,46.200,2.500,-8.700,0,20.95000,83.79000,-20.95000,0,,,,,0.920,0.390,-0.360,0,,,,,0,0,21h40m29.32s,325.122162,+16d25m18.3s,16.421759,25.00,10.00,-10.00,0,,,,,2300.00,80.00,0,0,0.08,0.06,0,0,0.12,0.05,0,0,,,6.85,M8.5,,0,0
76,2MASS J22062280-2047058 A,b,Imaging,1,8679.70000000,69.35000000,-69.35000000,0,,,,,0.000000,0.002000,0.000000,0,44.300,0.700,-0.700,0,31.42000,73.32000,-20.95000,0,,,,,1.300,0.150,-0.180,0,,,,,0,0,22h06m22.80s,331.595001,-20d47m05.9s,-20.784971,26.67,2.63,-2.63,0,,,,,2350.00,80.00,0,0,0.13,0.05,0,0,0.13,0.02,0,0,,,6.80,M8,,0,0
77,BD-17 63,b,Radial Velocity,1,655.60000000,0.60000000,-0.60000000,0,1.340000,0.020000,-0.020000,0,0.540000,0.005000,-0.005000,0,,,,,,,,,5.10000,0.12000,-0.12000,0,,,,,,,,,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,1.87,-2.08,0,9.566,0.024,0,0,4714.00,93.00,0,0,0.74,0.03,0,0,0.69,,0,0,,HIP 2247,5.50,K5 V,,0,0
78,BD-13 2130,b,Radial Velocity,1,714.30000000,5.30000000,-5.30000000,0,2.100000,,,0,0.210000,0.070000,-0.070000,0,,,,,,,,,10.60000,,,0,,,,,,,,,0,0,07h37m09.24s,114.288492,-13d54m24.0s,-13.906663,,,,,9.767,0.018,0,0,,,,,,,,,,,,,,,4.50,G5 IV/V,,0,0
79,BD-10 3166,b,Radial Velocity,1,3.48777000,0.00011000,-0.00011000,0,0.045200,0.002600,-0.002600,0,0.019000,0.023000,-0.023000,0,,,,,0.45800,0.03900,-0.03900,0,,,,,,,,,,,,,0,0,10h58m28.78s,164.619936,-10d46m13.3s,-10.770373,80.00,10.00,-10.00,0,10.080,,0,0,5393.00,,0,0,1.01,,,0,,,,,,,5.00,K0 V,,0,0
80,BD-08 2823,b,Radial Velocity,2,5.60000000,0.02000000,-0.02000000,0,0.056000,0.002000,-0.002000,0,0.150000,0.150000,-0.150000,0,,,,,,,,,0.04500,0.00700,-0.00700,0,,,,,,,,,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,42.09,2.67,-3.06,0,9.880,0.043,0,0,4746.00,63.00,0,0,0.74,0.07,0,0,,,,,,HIP 49067,5.30,K3 V,,0,0
81,BD-08 2823,c,Radial Velocity,2,237.60000000,1.50000000,-1.50000000,0,0.680000,0.020000,-0.020000,0,0.190000,0.090000,-0.090000,0,,,,,,,,,0.33000,0.03000,-0.03000,0,,,,,,,,,0,0,10h00m47.72s,150.198837,-09d31m00.0s,-9.516680,42.09,2.67,-3.06,0,9.880,0.043,0,0,4746.00,63.00,0,0,0.74,0.07,0,0,,,,,,HIP 49067,5.30,K3 V,,0,0
82,BD-06 1339,b,Radial Velocity,2,3.87280000,0.00040000,-0.00040000,0,0.042800,0.000700,-0.000700,0,0.000000,,,0,,,,,,,,,0.02700,0.00400,-0.00400,0,,,,,,,,,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.10,0.65,-0.69,0,9.700,0.009,0,0,4324.00,100.00,0,0,0.70,,0,0,,,,,,HIP 27803,5.85,K7/M0 V,,0,0
83,BD-06 1339,c,Radial Velocity,2,125.94000000,0.44000000,-0.44000000,0,0.435000,0.007000,-0.007000,0,0.310000,0.110000,-0.110000,0,,,,,,,,,0.17000,0.03000,-0.03000,0,,,,,,,,,0,0,05h53m00.28s,88.251183,-05d59m41.4s,-5.994844,20.10,0.65,-0.69,0,9.700,0.009,0,0,4324.00,100.00,0,0,0.70,,0,0,,,,,,HIP 27803,5.85,K7/M0 V,,0,0
84,BD+14 4559,b,Radial Velocity,1,268.94000000,0.99000000,-0.99000000,0,0.777000,,,0,0.290000,0.030000,-0.030000,0,,,,,,,,,1.47000,,,0,,,,,,,,,0,0,21h13m35.99s,318.399963,+14d41m21.8s,14.689387,50.03,3.73,-4.38,0,9.630,0.012,0,0,5008.00,20.00,0,0,0.86,0.15,0,0,0.95,0.20,0,0,,HIP 104780,5.20,K2 V,,0,0
85,BD+15 2940,b,Radial Velocity,1,137.48000000,0.34000000,-0.34000000,0,0.539000,,,0,0.260000,0.100000,-0.100000,0,,,,,,,,,1.11000,,,0,,,,,,,,,0,0,16h00m22.94s,240.095566,+15d32m48.9s,15.546930,175.44,,,-1,9.046,0.021,0,0,4796.00,117.00,0,0,1.10,0.20,0,0,14.70,2.80,0,0,,HIP 78407,5.00,K0,,0,0
86,BD+20 2457,b,Radial Velocity,2,379.63000000,2.01000000,-2.01000000,0,1.450000,,,0,0.150000,0.030000,-0.030000,0,,,,,,,,,21.42000,,,0,,,,,,,,,0,0,10h16m44.86s,154.186905,+19d53m29.1s,19.891409,,,,,,,,,4137.00,10.00,0,0,2.80,1.50,0,0,49.00,26.00,0,0,,,5.20,K2 II,,0,0
87,BD+20 2457,c,Radial Velocity,2,621.99000000,10.20000000,-10.20000000,0,2.010000,,,0,0.180000,0.060000,-0.060000,0,,,,,,,,,12.47000,,,0,,,,,,,,,0,0,10h16m44.86s,154.186905,+19d53m29.1s,19.891409,,,,,,,,,4137.00,10.00,0,0,2.80,1.50,0,0,49.00,26.00,0,0,,,5.20,K2 II,,0,0
88,BD+20 274,b,Radial Velocity,1,578.20000000,5.40000000,-5.40000000,0,1.300000,,,0,0.210000,0.060000,-0.060000,0,,,,,4.20000,,,0,,,,,,,,,,,,,0,0,01h43m40.88s,25.920324,+21d00m19.1s,21.005314,,,,,,,,,4296.00,10.00,0,0,0.80,0.20,0,0,17.30,0.90,0,0,,,5.50,K5 III,,0,0
89,BD+48 738,b,Radial Velocity,1,392.60000000,5.50000000,-5.50000000,0,1.000000,,,0,0.200000,0.100000,-0.100000,0,,,,,,,,,0.91000,,,0,,,,,,,,,0,0,02h42m50.45s,40.710224,+49d35m13.1s,49.586960,,,,,,,,,4414.00,15.00,0,0,0.74,0.39,0,0,11.00,1.00,0,0,,,5.00,K0 III,,0,0
90,CFBDSIR J145829+101343,b,Imaging,1,10037.50000000,2737.50000000,-2737.50000000,0,2.600000,0.300000,-0.300000,0,,,,,,,,,10.50000,4.50000,-4.50000,0,,,,,,,,,,,,,0,0,14h58m29.00s,224.620834,+10d13m43.0s,10.228611,23.10,2.40,-2.40,0,,,,,580.50,24.50,0,0,0.02,0.01,0,0,,,,,,,,,,,
91,CHXR 73,b,Imaging,1,,,,,210.000000,,,0,,,,,,,,,12.56900,8.37900,-5.23700,0,,,,,,,,,,,,,0,0,11h06m28.77s,166.619888,-77d37m33.2s,-77.625877,,,,,,,,,,,,,0.35,,0,0,,,,,,,6.35,M3.5,,0,0
92,CoRoT-1,b,Transit,1,1.50895570,0.00000640,-0.00000640,0,,,,,0.000000,,,0,85.100,0.500,-0.500,0,1.03000,0.12000,-0.12000,0,,,,,1.490,0.080,-0.080,0,0.38000,0.05000,-0.05000,0,0,0,06h48m19.17s,102.079887,-03d06m07.7s,-3.102147,,,,,,,,,5950.00,150.00,0,0,0.95,0.15,0,0,1.11,0.05,0,0,,,4.00,G0 V,,0,0
93,CoRoT-2,b,Transit,1,1.74299350,0.00000100,-0.00000100,0,0.027980,0.000760,-0.000800,0,0.014300,0.007700,-0.007600,0,88.080,0.180,-0.160,0,3.47000,0.22000,-0.22000,0,,,,,1.466,0.042,-0.044,0,1.47000,0.08000,-0.07400,0,0,0,19h27m06.50s,291.777069,+01d23m01.4s,1.383714,200.00,,,0,,,,,5625.00,120.00,0,0,0.96,0.08,0,0,0.91,0.03,0,0,,,,,,,
94,CoRoT-3,b,Transit,1,4.25680000,0.00000500,-0.00000500,0,,,,,0.000000,,,0,85.900,0.800,-0.800,0,21.66000,1.00000,-1.00000,0,,,,,1.010,0.070,-0.070,0,26.40000,5.60000,-5.60000,0,0,0,19h28m13.26s,292.055267,+00d07m18.6s,0.121820,680.00,160.00,-160.00,0,,,,,6740.00,140.00,0,0,1.37,0.09,0,0,1.56,0.09,0,0,,,3.30,F3 V,,0,0
95,CoRoT-4,b,Transit,1,9.20205000,0.00037000,-0.00037000,0,0.090000,0.001000,-0.001000,0,0.000000,0.100000,-0.100000,0,90.000,0.000,-0.085,0,0.72000,0.08000,-0.08000,0,,,,,1.190,0.060,-0.050,0,0.52500,0.15000,-0.15000,0,0,0,06h48m46.72s,102.194664,-00d40m22.0s,-0.672774,,,,,,,,,6190.00,60.00,0,0,1.16,0.03,0,0,1.17,0.01,0,0,,,,,,,
96,CoRoT-5,b,Transit,1,4.03789620,0.00000190,-0.00000190,0,0.049470,0.000260,-0.000290,0,0.090000,0.090000,-0.040000,0,85.830,0.990,-1.380,0,0.46700,0.04700,-0.02400,0,,,,,1.388,0.046,-0.047,0,0.21700,0.03100,-0.02500,0,0,0,06h45m06.54s,101.277254,+00d48m54.9s,0.815239,,,,,,,,,6100.00,65.00,0,0,1.00,0.02,0,0,1.19,0.04,0,0,,,3.90,F9 V,,0,0
97,CoRoT-6,b,Transit,1,8.88659300,0.00000400,-0.00000400,0,0.085500,0.001500,-0.001500,0,0.100000,,,1,89.070,0.300,-0.300,0,2.96000,0.34000,-0.34000,0,,,,,1.166,0.035,-0.035,0,2.32000,0.31000,-0.31000,0,0,0,18h44m17.41s,281.072525,+06d39m47.5s,6.663194,,,,,,,,,6090.00,70.00,0,0,1.05,0.05,0,0,1.02,0.03,0,0,,,3.90,F9 V,,0,0
98,CoRoT-7,b,Transit,2,0.85358500,0.00002400,-0.00002400,0,0.017200,0.000290,-0.000290,0,0.000000,,,0,80.100,0.300,-0.300,0,0.01500,0.00300,-0.00300,0,,,,,0.150,0.008,-0.008,0,5.60000,1.30000,-1.30000,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,150.00,20.00,-20.00,0,,,,,5275.00,75.00,0,0,0.93,0.03,0,0,0.87,0.04,0,0,,,4.90,G9 V,,0,0
99,CoRoT-7,c,Radial Velocity,2,3.69800000,0.00300000,-0.00300000,0,0.046000,,,0,0.000000,,,0,,,,,0.02600,0.00300,-0.00300,0,,,,,,,,,,,,,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,150.00,20.00,-20.00,0,,,,,5275.00,75.00,0,0,0.93,0.03,0,0,0.87,0.04,0,0,,,4.90,G9 V,,0,0
